,库名,库名,库名,,,标识,有默认,默认值,,可空,数据类型,,最长,最大字节数,数字精度,小数位,时间精度,,,,,,,,,,,,,,,
,,HouseDemandSecond,BuiltYear,,,14,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDemandSecond,Direction,,,15,0,,106,YES,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,HouseDemandSecond,Ownership,,,16,1,((-1)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDemandSecond,Description,,,17,0,,106,YES,nvarchar,,1024,2048,,,,,,,,,,,,,,,,,,
,,HouseDemandSecond,CreateTime,,,18,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseDemandSecond,AvailableTime,,,19,0,,106,YES,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,HouseDemandSecond,MaxPriceTotal,,,20,1,((0)),26,NO,numeric,,,,18,2,,,,,,,,,,,,,,,,
,,HouseDemandSecond,MaxPricePerSquareMeter,,,21,1,((0)),26,NO,numeric,,,,18,2,,,,,,,,,,,,,,,,
,,HouseDemandSecond,MinFloor,,,22,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDemandSecond,MinPriceTotal,,,23,1,((0)),26,NO,numeric,,,,18,2,,,,,,,,,,,,,,,,
,,HouseDemandSecond,MinPricePerSquareMeter,,,24,1,((0)),26,NO,numeric,,,,18,2,,,,,,,,,,,,,,,,
,,HouseDemandSecond,CommunityName,,,25,1,(''),10,NO,nvarchar,,260,520,,,,,,,,,,,,,,,,,,
,,HouseImages,PKHouseImage,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseImages,PKUser,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseImages,PKHouse,,,3,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseImages,PKHouseTemp,,,4,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseImages,ImgPath,,,5,0,,106,YES,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,HouseImages,ImgType,,,6,0,,106,YES,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,HouseImages,ImgSize_Big,,,7,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseImages,ImgSize_Small,,,8,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseImages,CreateTime,,,9,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseImages,DeleteStatus,,,10,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseImages,SortValue,,,11,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseImages,ImageStatus,,,12,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseImages,PKHouseSurvey,,,13,1,('00000000-0000-0000-0000-000000000000'),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseImages,PKHouseImageTag,,,14,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseImagesVR,PKHouseImagesVR,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseImagesVR,PKHouse,,,2,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseImagesVR,PKUser,,,3,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseImagesVR,ImgPath,,,4,0,,10,NO,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,HouseImagesVR,IndexImgPath,,,5,0,,10,NO,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,HouseImagesVR,ImgSize,,,6,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseImagesVR,IndexImgSize,,,7,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseImagesVR,SortValue,,,8,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseImagesVR,VRImageTag,,,9,0,,10,NO,nvarchar,,16,32,,,,,,,,,,,,,,,,,,
,,HouseImagesVR,CreateTime,,,10,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseImagesVR,DeleteStatus,,,11,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseImagesVR,SliceStatus,,,12,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseImagesVR,SliceStatusTime,,,13,1,('2000-01-01'),26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseImagesVR,SliceStartTime,,,14,1,('2000-01-01'),26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseImagesVR,SliceEndTime,,,15,1,('2000-01-01'),26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseImageTags,PKHouseImageTag,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseImageTags,PKCompany,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseImageTags,Name,,,3,0,,10,NO,nvarchar,,32,64,,,,,,,,,,,,,,,,,,
,,HouseImageTags,SortValue,,,4,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseImageTags,CreateTime,,,5,1,"GETDATE()
",26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseIndexKeywords,PKHouseIndexKeyword,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseIndexKeywords,Keyword,,,2,0,,10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,HouseIndexKeywords,KeywordPinyin,,,3,0,,10,NO,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,HouseIndexKeywords,KeywordPinyinAbbr,,,4,0,,10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,HouseIndexKeywords,IsIndexHistory,,,5,1,((0)),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,HouseIndexKeywords,IsCommunity,,,6,1,((0)),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,HouseIndexKeywords,IsNoise,,,7,0,,26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,HouseIndexKeywords,IndexCountRent,,,8,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseIndexKeywords,IndexCountSecond,,,9,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseIndexKeywords,CreateTime,,,10,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseIndexKeywords,PKCity,,,11,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseKeys,PKHouseKey,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseKeys,PKHouse,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseKeys,PKUserOwner,,,3,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseKeys,HouseType,,,4,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseKeys,KeyNumber,,,5,1,(''),10,NO,nvarchar,,32,64,,,,,,,,,,,,,,,,,,
,,HouseKeys,KeyStatus,,,6,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseKeys,KeyCount,,,7,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseKeys,ExecutionTime,,,8,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseKeys,PKUserCreator,,,9,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseKeys,CreateTime,,,10,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseKeys,PKCompany,,,11,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseKeys,Description,,,12,1,(''),10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,HouseKeys,DeleteStatus,,,13,1,"(0)
",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Houses,PKHouse,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Houses,HouseID,,,2,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Houses,PKCity,,,3,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Houses,PKDistrict,,,4,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Houses,PKBlock,,,5,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Houses,PKCommunity,,,6,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Houses,PKDecoration,,,7,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Houses,PKBuildingType,,,8,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Houses,RoomCount,,,9,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Houses,HallCount,,,10,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Houses,KitchenCount,,,11,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Houses,ToiletCount,,,12,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Houses,BalconyCount,,,13,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Houses,Floor,,,14,1,((1)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Houses,FloorTotal,,,15,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Houses,AreaAvailable,,,16,1,((0)),26,NO,numeric,,,,10,2,,,,,,,,,,,,,,,,
,,Houses,AreaTotal,,,17,1,((0)),26,NO,numeric,,,,10,2,,,,,,,,,,,,,,,,
,,Houses,BuiltYear,,,18,1,((1900)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Houses,Direction,,,19,0,,106,YES,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,Houses,TrafficState,,,20,0,,106,YES,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,Houses,Ownership,,,21,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Houses,OwnerName,,,22,0,,106,YES,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,Houses,CertificateNumber,,,23,0,,106,YES,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,Houses,PKStreet,,,24,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Houses,HasIndexImage,,,25,1,((0)),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,Houses,IndexImagePath,,,26,0,,106,YES,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,Houses,MapScript,,,27,0,,106,YES,nvarchar,,1024,2048,,,,,,,,,,,,,,,,,,
,,Houses,HasImages,,,28,1,((0)),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,Houses,DeleteStatus,,,29,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Houses,HasKey,,,30,1,((0)),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,Houses,KeyDescription,,,31,0,,106,YES,nvarchar,,32,64,,,,,,,,,,,,,,,,,,
,,Houses,HasGarage,,,32,1,((0)),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,Houses,GarageDescription,,,33,0,,106,YES,nvarchar,,32,64,,,,,,,,,,,,,,,,,,
,,Houses,PreviewType,,,34,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Houses,HouseFacilities,,,35,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Houses,Structure,,,36,1,0,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Houses,DoorNumber,,,37,0,,106,YES,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,Houses,BuildingNumber,,,38,1,(''),10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,Houses,UnitNumber,,,39,1,(''),10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,Houses,IsSaleAndRental,,,40,1,0,26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,Houses,HasVRImage,,,41,1,(0),26,NO,tinyint,,,,3,,,,,,,,,,,,,,,,,
,,Houses,HasVideo,,,42,1,(0),26,NO,tinyint,,,,3,,,,,,,,,,,,,,,,,
,,HouseSurveyRecords,PKHouseSurveyRecord,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseSurveyRecords,HouseType,,,2,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseSurveyRecords,PKHouse,,,3,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseSurveyRecords,PKUser,,,4,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseSurveyRecords,CreateTime,,,5,1,(getdate()),26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseSurveyRecords,Description,,,6,1,(''),10,NO,nvarchar,,900,1800,,,,,,,,,,,,,,,,,,
,,HouseSurveyRecords,Address,,,7,0,,106,YES,nvarchar,,128,256,,,,,,,,,,,,,,,,,,
,,HouseSurveyRecords,Longitude,,,8,1,(0),26,NO,numeric,,,,12,7,,,,,,,,,,,,,,,,
,,HouseSurveyRecords,Latitude,,,9,1,(0),26,NO,numeric,,,,12,7,,,,,,,,,,,,,,,,
,,HouseSurveyRecords,PKApprover,,,10,1,('00000000-0000-0000-0000-000000000000'),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseSurveyRecords,ApproveTime,,,11,1,('1900-1-1'),26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseSurveyRecords,ApproveStatus,,,12,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseSurveyRecords,ApproveDescription,,,13,1,(''),10,NO,nvarchar,,900,1800,,,,,,,,,,,,,,,,,,
,,HouseSurveyRecords,DeleteStatus,,,14,1,"(0)
",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseTags,PKHouseTag,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseTags,PKCompany,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseTags,HouseTagName,,,3,0,,10,NO,nvarchar,,32,64,,,,,,,,,,,,,,,,,,
,,HouseTags,SortValue,,,4,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseTags,SpecialTagFlag,,,5,1,(''),10,NO,nvarchar,,10,20,,,,,,,,,,,,,,,,,,
,,HouseVideos,PKHouseVideo,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseVideos,PKHouse,,,2,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseVideos,PKUser,,,3,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseVideos,VideoPath,,,4,0,,10,NO,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,HouseVideos,IndexImgPath,,,5,0,,10,NO,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,HouseVideos,VideoSize,,,6,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseVideos,IndexImgSize,,,7,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseVideos,SortValue,,,8,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseVideos,HouseVideoTag,,,9,0,,10,NO,nvarchar,,16,32,,,,,,,,,,,,,,,,,,
,,HouseVideos,CreateTime,,,10,1,(GETDATE()),26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseVideos,DeleteStatus,,,11,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseVideos,ApproveStatus,,,12,1,"(1) 
",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseVisitRecords,PKHouseVisitRecord,,,1,1,"(newid()) 
",26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseVisitRecords,HouseType,,,2,1,"((0)) 
",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseVisitRecords,PKHouse,,,3,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseVisitRecords,PKCompanyDemand,,,4,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseVisitRecords,PKUserExecutant,,,5,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseVisitRecords,Description,,,6,0,,106,YES,nvarchar,,1024,2048,,,,,,,,,,,,,,,,,,
,,HouseVisitRecords,ExecutionTime,,,7,1,"(getdate())  
",26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseVisitRecords,PKUserCreator,,,8,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseVisitRecords,CreateTime,,,9,1,"(getdate())  
",26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseVisitRecords,DeleteStatus,,,10,1,"(0)
",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseVisitRecords,Address,,,11,1,(''),10,NO,nvarchar,,32,64,,,,,,,,,,,,,,,,,,
,,HouseVisitRecords,Longitude,,,12,1,(0),26,NO,numeric,,,,12,7,,,,,,,,,,,,,,,,
,,HouseVisitRecords,Latitude,,,13,1,(0),26,NO,numeric,,,,12,7,,,,,,,,,,,,,,,,
,,HouseVisitRecords,ImagePath,,,14,0,,106,YES,nvarchar,,128,256,,,,,,,,,,,,,,,,,,
,,HouseVisitRecords,PKApprover,,,15,1,('00000000-0000-0000-0000-000000000000'),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseVisitRecords,ApproveTime,,,16,1,('1900-1-1'),26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseVisitRecords,ApproveStatus,,,17,1,(1),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseVisitRecords,ApproveDescription,,,18,1,(''),10,NO,nvarchar,,900,1800,,,,,,,,,,,,,,,,,,
,,KeyRecords,PKKeyRecord,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,KeyRecords,PKHouseKey,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,KeyRecords,PKFatherRecord,,,3,1,('00000000-0000-0000-0000-000000000000'),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,KeyRecords,CompanyType,,,4,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,KeyRecords,PKUserBorrow,,,5,1,('00000000-0000-0000-0000-000000000000'),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,KeyRecords,CreateTime,,,6,1,('1900-1-1'),26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,KeyRecords,CompanyName,,,7,1,(''),10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,KeyRecords,UserName,,,8,1,(''),10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,KeyRecords,Cellphone,,,9,1,(''),10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,KeyRecords,RecordType,,,10,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,KeyRecords,Description,,,11,1,(''),10,NO,nvarchar,,128,256,,,,,,,,,,,,,,,,,,
,,KeyRecords,PKUserExecutant,,,12,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,KeyRecords,ExecutionTime,,,13,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,KeyRecords,ApproveStatus,,,14,1,"(0)
",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,LeaveApplications,PKLeaveApplication,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,LeaveApplications,PKUser,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,LeaveApplications,ApplyTime,,,3,1,(getdate()),26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,LeaveApplications,StartTime,,,4,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,LeaveApplications,EndTime,,,5,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,LeaveApplications,LeaveDays,,,6,0,,26,NO,numeric,,,,10,1,,,,,,,,,,,,,,,,
,,LeaveApplications,Reason,,,7,0,,10,NO,nvarchar,,900,1800,,,,,,,,,,,,,,,,,,
,,LeaveApplications,PKApprover,,,8,1,('00000000-0000-0000-0000-000000000000'),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,LeaveApplications,ApproveTime,,,9,1,('1900-1-1'),26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,LeaveApplications,ApproveStatus,,,10,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,LeaveApplications,ApproveDescription,,,11,1,(''),10,NO,nvarchar,,900,1800,,,,,,,,,,,,,,,,,,
,,LeaveApplications,DeleteStatus,,,12,1,"(0)
",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Maps,PKMap,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Maps,PKObject,,,2,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Maps,PKObjectTemp,,,3,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Maps,MapObjectType,,,4,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Maps,Longitude,,,5,0,,26,NO,numeric,,,,19,16,,,,,,,,,,,,,,,,
,,Maps,Latitude,,,6,0,,26,NO,numeric,,,,19,16,,,,,,,,,,,,,,,,
,,Maps,ZoomLevel,,,7,1,((10)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Maps,Disabled,,,8,1,((0)),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,Maps,CreatedBy,,,9,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Maps,CreatedTime,,,10,0,,122,YES,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,Maps,ChangedBy,,,11,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Maps,ChangedTime,,,12,0,,122,YES,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,MeritPays,PKMeritPay,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,MeritPays,PKObject,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,MeritPays,MeritPayType,,,3,0,,26,NO,smallint,,,,5,,,,,,,,,,,,,,,,,
,,MeritPays,TargetValue,,,4,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,MeritPays,Amount,,,5,0,,26,NO,numeric,,,,12,2,,,,,,,,,,,,,,,,
,,MeritPays,CalculationMethod,,,6,1,0,26,NO,smallint,,,,5,,,,,,,,,,,,,,,,,
,,MeritPays,CompletedValue,,,7,1,0,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,MeritPays,DeleteStatus,,,8,1,0,26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,ObjectImages,PKObjectImage,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,ObjectImages,TableName,,,2,0,,10,NO,nvarchar,,32,64,,,,,,,,,,,,,,,,,,
,,ObjectImages,PKObject,,,3,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,ObjectImages,Path,,,4,0,,10,NO,nvarchar,,128,256,,,,,,,,,,,,,,,,,,
,,ObjectImages,Type,,,5,0,,10,NO,nvarchar,,16,32,,,,,,,,,,,,,,,,,,
,,ObjectImages,CreateTime,,,6,1,"(getdate())
",26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,OutSignRecords,PKOutSignRecord,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,OutSignRecords,PKUser,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,OutSignRecords,PKObject,,,3,1,('00000000-0000-0000-0000-000000000000'),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,OutSignRecords,ObjectType,,,4,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,OutSignRecords,SignTime,,,5,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,OutSignRecords,Address,,,6,0,,106,YES,nvarchar,,128,256,,,,,,,,,,,,,,,,,,
,,OutSignRecords,Longitude,,,7,1,(0),26,NO,numeric,,,,12,7,,,,,,,,,,,,,,,,
,,OutSignRecords,Latitude,,,8,1,(0),26,NO,numeric,,,,12,7,,,,,,,,,,,,,,,,
,,OutSignRecords,Description,,,9,1,(''),10,NO,nvarchar,,1024,2048,,,,,,,,,,,,,,,,,,
,,OutSignRecords,DeleteStatus,,,10,1,"(0)
",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,OwnershipApplications,OwnershipApplicationID,,,1,0,,18,NO,int,,,,10,,,,,,,,,,,,,-2147483648,2147483647,1,1,1
,,OwnershipApplications,PKCompany,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,OwnershipApplications,PKUser,,,3,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,OwnershipApplications,ApplyTime,,,4,1,(GETDATE()),26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,OwnershipApplications,BusinessType,,,5,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,OwnershipApplications,HouseType,,,6,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,OwnershipApplications,PKObject,,,7,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,OwnershipApplications,ApplyDescription,,,8,1,(''),10,NO,nvarchar,,900,1800,,,,,,,,,,,,,,,,,,
,,OwnershipApplications,PKApprover,,,9,1,('00000000-0000-0000-0000-000000000000'),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,OwnershipApplications,ApproveTime,,,10,1,('1900-1-1'),26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,OwnershipApplications,ApproveStatus,,,11,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,OwnershipApplications,ApproveDescription,,,12,1,(''),10,NO,nvarchar,,900,1800,,,,,,,,,,,,,,,,,,
,,OwnershipApplications,AssignModifier,,,13,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,OwnershipApplications,DeleteStatus,,,14,1,"(0)
",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Payrolls,PKPayroll,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Payrolls,PKDepartment,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
